station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_km_h,max_wind_speed_km_h,date
Paya Lebar,2024,9,21,13.4,11.8,19.4,20.6,27.7,31,24,5.5,35.2,2024-09-21
Paya Lebar,2024,9,22,0,0,0,0,30,34.7,26.4,7.7,27.8,2024-09-22
Paya Lebar,2024,9,23,2.6,2.6,2.6,2.6,29.4,34.2,26.4,8.6,31.5,2024-09-23
Paya Lebar,2024,9,24,4.6,3.6,3.6,4.6,28.3,33.3,26.2,3.9,24.1,2024-09-24
Paya Lebar,2024,9,25,1,1,1,1,27.4,32.1,26.1,5.9,33.3,2024-09-25
Paya Lebar,2024,9,26,5.4,2.2,3.8,5,26.8,29.9,23.5,6.1,46.3,2024-09-26
Paya Lebar,2024,9,27,0,0,0,0,29,33.3,25.1,7.6,25.9,2024-09-27
Paya Lebar,2024,9,28,0,0,0,0,29.3,34.2,26.4,8.5,33.3,2024-09-28
Paya Lebar,2024,9,29,37.6,16.4,20.6,37.4,28.5,33.5,25,5.9,25.9,2024-09-29
Paya Lebar,2024,9,30,5,3.8,4.4,4.6,28.1,33.7,25.1,6.2,31.5,2024-09-30
Paya Lebar,2024,10,1,1.6,0.6,1,1.6,27.8,32,26.1,5.4,38.9,2024-10-01
Paya Lebar,2024,10,2,0,0,0,0,29,32.8,26.2,6.6,27.8,2024-10-02
Paya Lebar,2024,10,3,5.2,4.4,4.8,5.2,28.6,32,25.2,5.6,24.1,2024-10-03
Paya Lebar,2024,10,4,1.6,1.6,1.6,1.6,27.9,32.3,25.7,4.7,18.5,2024-10-04
Paya Lebar,2024,10,5,0,0,0,0,28.1,31.7,25.6,5.4,33.3,2024-10-05
Paya Lebar,2024,10,6,30.6,14.2,17,18.8,27.8,31.8,23.5,6,29.6,2024-10-06
Paya Lebar,2024,10,7,1.4,1.4,1.4,1.4,28.4,33.2,26,7.6,29.6,2024-10-07
Paya Lebar,2024,10,8,0.2,0.2,0.2,0.2,28.1,31.1,26.1,6.6,40.7,2024-10-08
Paya Lebar,2024,10,9,2.2,2.2,2.2,2.2,28.4,32.5,26.2,7.5,38.9,2024-10-09
Paya Lebar,2024,10,10,1.4,1.4,1.4,1.4,28.6,31.8,26.1,5.7,27.8,2024-10-10
Paya Lebar,2024,10,11,8.4,7.4,7.8,8.4,28.2,33,26.1,4.9,22.2,2024-10-11
Paya Lebar,2024,10,12,16,6,10.2,14.4,27.1,31.1,25.5,3.5,18.5,2024-10-12
Paya Lebar,2024,10,13,3.6,3.6,3.6,3.6,28.4,32.7,25.1,4.2,22.2,2024-10-13
Paya Lebar,2024,10,14,23.4,7,10.8,14,25.8,28.3,23.9,4.6,29.6,2024-10-14
Paya Lebar,2024,10,15,0.2,0.2,0.2,0.2,28.4,33.4,24.7,7.3,37,2024-10-15
Paya Lebar,2024,10,16,1,0.6,0.6,0.6,28.2,31.7,25.5,5.2,46.3,2024-10-16
Paya Lebar,2024,10,17,7.2,7,7.2,7.2,27.2,29.7,24.2,4,53.7,2024-10-17
Paya Lebar,2024,10,18,0,0,0,0,27.7,32.8,24.6,5.2,22.2,2024-10-18
Paya Lebar,2024,10,19,2.4,2.4,2.4,2.4,28.3,33.2,25.4,5.3,37,2024-10-19
Paya Lebar,2024,10,20,20.8,9.8,13.6,18.4,27.2,32.3,22.1,5,33.3,2024-10-20
Paya Lebar,2024,10,21,0,0,0,0,29.7,35.6,25.8,5.3,37,2024-10-21
Paya Lebar,2024,10,22,0,0,0,0,30,34.5,26.9,6.6,25.9,2024-10-22
Paya Lebar,2024,10,23,0.2,0.2,0.2,0.2,30,35,26.6,6.7,31.5,2024-10-23
Paya Lebar,2024,10,24,0,0,0,0,28.9,33.2,26.1,7,33.3,2024-10-24
Paya Lebar,2024,10,25,0,0,0,0,29.4,33.5,26.4,6.4,35.2,2024-10-25
Paya Lebar,2024,10,26,0,0,0,0,30.4,34,27.5,7.6,27.8,2024-10-26
Paya Lebar,2024,10,27,0,0,0,0,31.1,34.9,27.7,7.5,29.6,2024-10-27
Paya Lebar,2024,10,28,0,0,0,0,30.4,35,27.7,7.6,27.8,2024-10-28
Paya Lebar,2024,10,29,0,0,0,0,30.3,34.2,26.8,8.2,33.3,2024-10-29
Paya Lebar,2024,10,30,0,0,0,0,30.3,34.6,27,6.5,24.1,2024-10-30
Paya Lebar,2024,10,31,7,6.8,7,7,29.7,33,24.5,5.6,31.5,2024-10-31
Paya Lebar,2024,11,1,6.8,5.8,6.8,6.8,28.5,35.2,25.9,4.9,35.2,2024-11-01
Paya Lebar,2024,11,2,0.2,0.2,0.2,0.2,27.9,32.3,25.9,4.6,38.9,2024-11-02
Paya Lebar,2024,11,3,2.4,1.8,1.8,2,27.9,33.9,25.4,4.7,25.9,2024-11-03
Paya Lebar,2024,11,4,22.6,20.4,21.8,22,26.8,30.4,23.7,4.3,35.2,2024-11-04
Paya Lebar,2024,11,5,0,0,0,0,28.4,32.9,24.7,6.9,31.5,2024-11-05
Paya Lebar,2024,11,6,0.6,0.4,0.6,0.6,27.9,32.2,25.4,6.2,29.6,2024-11-06
Paya Lebar,2024,11,7,5.6,5,5.6,5.6,27.6,32.7,25,5.7,27.8,2024-11-07
Paya Lebar,2024,11,8,10.8,7.8,8,10.8,28.9,34.1,24,5,35.2,2024-11-08
Paya Lebar,2024,11,9,9.6,8.8,9.6,9.6,28,32.8,24.9,4.9,33.3,2024-11-09
Paya Lebar,2024,11,10,59.8,30.6,40.4,43.8,27.4,32.4,23.9,5.2,35.2,2024-11-10
Paya Lebar,2024,11,11,16.2,13.6,16.2,16.2,27.2,34,24.5,4.9,25.9,2024-11-11
Paya Lebar,2024,11,12,0,0,0,0,27.9,33.8,24.8,4.8,31.5,2024-11-12
Paya Lebar,2024,11,13,12,10,12,12,27.2,33.6,24.2,3.7,24.1,2024-11-13
Paya Lebar,2024,11,14,1.4,1,1.2,1.4,27.9,33,24.6,3.2,18.5,2024-11-14
Paya Lebar,2024,11,15,0.2,0.2,0.2,0.2,28.3,33.7,25.5,4.2,22.2,2024-11-15
Paya Lebar,2024,11,16,61.6,27.2,40.6,56.1,27,33.4,23.5,3.9,35.2,2024-11-16
Paya Lebar,2024,11,17,15,10,12.5,14.5,26.6,32.8,24.7,3.9,35.2,2024-11-17
Paya Lebar,2024,11,18,1.6,1,1,1.2,27.1,30.9,25.1,5.8,29.6,2024-11-18
Paya Lebar,2024,11,19,8,3.8,4,4.4,26.3,29.9,25.2,4.3,27.8,2024-11-19
Paya Lebar,2024,11,20,0.8,0.6,0.6,0.6,26.8,29.5,25.3,5.3,22.2,2024-11-20
Paya Lebar,2024,11,21,0,0,0,0,27.8,33.4,24.6,5,31.5,2024-11-21
Paya Lebar,2024,11,22,74.8,40.4,56.2,65.8,26.8,33.6,23.6,4.4,38.9,2024-11-22
Paya Lebar,2024,11,23,9.2,8.2,8.2,8.2,27.5,33.9,23.5,5.1,25.9,2024-11-23
Paya Lebar,2024,11,24,0.4,0.2,0.2,0.2,28.3,32.7,25.7,6.3,27.8,2024-11-24
Paya Lebar,2024,11,25,3,1.2,1.6,1.6,27.7,30.9,26.2,4.7,18.5,2024-11-25
Paya Lebar,2024,11,26,12.4,4.8,6.4,9.6,26.7,32.8,24.4,4.2,31.5,2024-11-26
Paya Lebar,2024,11,27,12.6,3.2,5.8,8.8,26.1,31.5,24.6,4.3,24.1,2024-11-27
Paya Lebar,2024,11,28,4.6,0.8,1.4,2.4,26.3,30.7,24.4,4.3,20.4,2024-11-28
Paya Lebar,2024,11,29,27.4,14.6,16,19,25.8,27.6,23.6,3.8,18.5,2024-11-29
Paya Lebar,2024,11,30,0,0,0,0,28,32.9,24.5,5.2,20.4,2024-11-30
Paya Lebar,2024,12,1,0,0,0,0,29.1,34.5,26,4.4,25.9,2024-12-01
Paya Lebar,2024,12,2,0.2,0.2,0.2,0.2,28.1,31.7,26.1,5.9,27.8,2024-12-02
Paya Lebar,2024,12,3,72.4,30.4,41.4,60.8,27.4,33.1,23.3,4.8,33.3,2024-12-03
Paya Lebar,2024,12,4,0.4,0.4,0.4,0.4,28.2,33.2,25.3,3.4,22.2,2024-12-04
Paya Lebar,2024,12,5,0,0,0,0,29.8,34.5,25.5,4.4,29.6,2024-12-05
Paya Lebar,2024,12,6,0,0,0,0,30.3,35.8,26.6,5.9,22.2,2024-12-06
Paya Lebar,2024,12,7,0,0,0,0,30.4,36.2,26.5,6.3,25.9,2024-12-07
Paya Lebar,2024,12,8,4.2,3.2,3.2,4,28.9,35.1,26.4,7.4,38.9,2024-12-08
Paya Lebar,2024,12,9,1.2,0.6,0.8,1.2,27.4,32.7,25.4,5.7,25.9,2024-12-09
Paya Lebar,2024,12,10,0,0,0,0,27.8,31.9,25.2,5.3,38.9,2024-12-10
Paya Lebar,2024,12,11,24.2,20.2,22,24,28.8,35.2,24.4,5,31.5,2024-12-11
Paya Lebar,2024,12,12,0,0,0,0,28.5,31.7,26.3,3.5,18.5,2024-12-12
Paya Lebar,2024,12,13,6,3.6,5.4,6,27.5,29.9,24.5,4.6,22.2,2024-12-13
Paya Lebar,2024,12,14,0.6,0.4,0.4,0.6,29.6,35.4,25.7,5.1,31.5,2024-12-14
Paya Lebar,2024,12,15,14.4,14.2,14.4,14.4,28.5,33.9,24.5,6.8,48.2,2024-12-15
Paya Lebar,2024,12,16,31.8,25.6,31.2,31.4,27.9,33.3,23.6,6.5,27.8,2024-12-16
Paya Lebar,2024,12,17,2.4,2,2,2,28.1,32.7,25.9,6.3,27.8,2024-12-17
Paya Lebar,2024,12,18,1.4,0.6,0.8,0.8,26.6,28,25.8,7.7,31.5,2024-12-18
Paya Lebar,2024,12,19,0,0,0,0,27.4,30,25.6,7.4,31.5,2024-12-19
Paya Lebar,2024,12,20,0.2,0.2,0.2,0.2,27.5,30.9,25.3,10.1,33.3,2024-12-20
Paya Lebar,2024,12,21,4.2,4.2,4.2,4.2,27.9,32.7,25.8,9.3,35.2,2024-12-21
Paya Lebar,2024,12,22,0,0,0,0,28.3,32.7,26,10.2,33.3,2024-12-22
Paya Lebar,2024,12,23,12.8,3.4,3.6,4.2,27.1,32.3,24.6,7.5,25.9,2024-12-23
Paya Lebar,2024,12,24,13.2,8.4,8.4,8.4,26.7,32.4,24.4,7.5,29.6,2024-12-24
Paya Lebar,2024,12,25,0,0,0,0,27.7,32.3,25.1,7.6,27.8,2024-12-25
Paya Lebar,2024,12,26,0,0,0,0,27.6,31,24.3,5.9,20.4,2024-12-26
Paya Lebar,2024,12,27,0,0,0,0,28.3,33.2,25.9,7.6,25.9,2024-12-27
Paya Lebar,2024,12,28,0,0,0,0,28.8,33.4,25.7,10.5,35.2,2024-12-28
Paya Lebar,2024,12,29,23.4,22.6,23.2,23.4,28,33.4,23.9,9.2,37,2024-12-29
Paya Lebar,2024,12,30,25.2,12.8,20,23.6,26.6,31,23.4,8.6,35.2,2024-12-30
Paya Lebar,2024,12,31,12.8,8.4,10.4,10.6,27.2,32.2,24.9,7.3,27.8,2024-12-31
Admiralty,2024,1,1,8.5,2,2,3,25.6,28.4,24.8,7.1,32.8,2024-01-01
Admiralty,2024,1,2,0.5,0.5,0.5,1.5,27.1,32.2,24.5,9.3,37,2024-01-02
Admiralty,2024,1,3,1.5,1.5,1.5,1.5,27.3,30.9,25.3,11,41.5,2024-01-03
Admiralty,2024,1,4,67.6,10.6,13.8,22.2,24.8,26.6,23.3,10,28.9,2024-01-04
Admiralty,2024,1,5,5.4,2.2,3.2,3.6,26,29.4,24.2,12.5,39.6,2024-01-05
Admiralty,2024,1,6,0.8,0.8,0.8,0.8,27.3,31.3,24.9,9.9,41.1,2024-01-06
Admiralty,2024,1,7,69.6,17.4,28.6,43.8,24,26.8,22.6,8,35.2,2024-01-07
Admiralty,2024,1,8,1.6,1.2,1.2,1.2,25.9,31,23,9.4,33.2,2024-01-08
Admiralty,2024,1,9,49,17.2,19.6,24.6,26,29.4,23.3,10.3,33.2,2024-01-09
Admiralty,2024,1,10,63.2,17.4,27.4,45.8,25.8,28.8,23.6,10.7,45.4,2024-01-10
Admiralty,2024,1,11,0,0,0,0,27,30,25,10.3,42,2024-01-11
Admiralty,2024,1,12,10.8,2.4,4,5,24.9,26.6,23.2,10.1,37,2024-01-12
Admiralty,2024,1,13,0,0,0,0,26.8,30.3,24.1,9.8,33.2,2024-01-13
Admiralty,2024,1,14,0,0,0,0,27.3,30.7,25.7,12.7,40.4,2024-01-14
Admiralty,2024,1,15,0,0,0,0,27.7,31.6,25.8,12.2,35.9,2024-01-15
Admiralty,2024,1,16,4.6,2,2.8,3.8,26.6,29.4,23.9,11,43.2,2024-01-16
Admiralty,2024,1,17,6.8,4.2,4.2,4.4,27,31,24.5,15.3,54.1,2024-01-17
Admiralty,2024,1,18,3.6,2.8,2.8,2.8,26.5,29.3,25.2,10.8,50.4,2024-01-18
Admiralty,2024,1,19,12,6.2,8.4,11.4,26.4,29.9,24.3,9,35.9,2024-01-19
Admiralty,2024,1,20,12,1.6,2.4,3.2,24.4,26,23.3,9.8,31.7,2024-01-20
Admiralty,2024,1,21,0,0,0,0,27.2,34.8,23.5,9,28.9,2024-01-21
Admiralty,2024,1,22,0,0,0,0,28,34.8,24.8,9,31.7,2024-01-22
Admiralty,2024,1,23,7.8,2.8,4,7.2,26.6,34.2,24.3,8,51.1,2024-01-23
Admiralty,2024,1,24,60,18.2,24.6,30.4,25.8,29.8,24.2,8.6,35.6,2024-01-24
Admiralty,2024,1,25,14.2,7.2,9.2,9.6,25.5,29.8,24.1,10.1,28.9,2024-01-25
Admiralty,2024,1,26,0.2,0.2,0.2,0.2,27.4,30.6,25,16.8,45,2024-01-26
Admiralty,2024,1,27,0,0,0,0,27.5,31,25.7,16.4,45.7,2024-01-27
Admiralty,2024,1,28,0,0,0,0,27.5,31.3,25.4,16.8,48.5,2024-01-28
Admiralty,2024,1,29,0,0,0,0,27.5,31.1,25.3,15.9,42.4,2024-01-29
Admiralty,2024,1,30,0,0,0,0,27.1,30.3,25,13.4,39.3,2024-01-30
Admiralty,2024,1,31,0,0,0,0,27.3,31.6,24.8,12.8,37.8,2024-01-31
Admiralty,2024,2,1,0,0,0,0,27.6,31.3,25.7,14.1,36.3,2024-02-01
Admiralty,2024,2,2,1,0.8,0.8,0.8,27.5,32,25.8,11.9,35.6,2024-02-02
Admiralty,2024,2,3,0,0,0,0,28,32.7,25.4,11.7,31.3,2024-02-03
Admiralty,2024,2,4,0,0,0,0,28.3,33,25.4,9.9,28.9,2024-02-04
Admiralty,2024,2,5,0,0,0,0,28.1,32.8,25.3,12.1,38.5,2024-02-05
Admiralty,2024,2,6,0.2,0.2,0.2,0.2,28.1,33,25.3,9,29.4,2024-02-06
Admiralty,2024,2,7,0,0,0,0,28,32.9,25.7,11.1,35.9,2024-02-07
Admiralty,2024,2,8,18.8,18.2,18.8,18.8,27.9,33.2,25.1,9.9,38.9,2024-02-08
Admiralty,2024,2,9,35.2,16,18.8,34.6,27.2,31.9,24.3,10.1,33.5,2024-02-09
Admiralty,2024,2,10,2.4,1.2,2.2,2.4,27.2,31.8,24.2,14.3,41.5,2024-02-10
Admiralty,2024,2,11,0,0,0,1.2,27.6,31.4,25.4,15,42,2024-02-11
Admiralty,2024,2,12,7,5.8,5.8,5.8,26.5,29.4,23.7,14.1,58.3,2024-02-12
Admiralty,2024,2,13,14,9.8,9.8,11,26.4,28.9,24.4,15.6,52.6,2024-02-13
Admiralty,2024,2,14,9.2,5.8,5.8,6.6,27,30.8,24.2,13,43.9,2024-02-14
Admiralty,2024,2,15,1,0.6,0.8,0.8,26.8,28.6,25.6,13.2,42.4,2024-02-15
Admiralty,2024,2,16,0,0,0,0,27.4,31.1,25.9,15.3,51.1,2024-02-16
Admiralty,2024,2,17,3,2.4,3,3,27.2,30.8,25.3,13.1,42,2024-02-17
Admiralty,2024,2,18,0,0,0,0,27.9,32.3,25.4,12.6,32,2024-02-18
Admiralty,2024,2,19,0,0,0,0,28.2,32.6,25.7,12.7,36.3,2024-02-19
Admiralty,2024,2,20,21.6,19,21.6,21.6,NA,NA,NA,NA,NA,2024-02-20
Admiralty,2024,2,21,38,27.4,36.4,38,NA,NA,NA,NA,NA,2024-02-21
Admiralty,2024,2,22,2,1.8,1.8,1.8,28.3,33.8,25.9,10.1,31.7,2024-02-22
Admiralty,2024,2,23,0,0,0,0,28,31.7,25.8,13.1,35.6,2024-02-23
Admiralty,2024,2,24,0.4,0.2,0.2,0.4,27.9,30.9,25.9,12.5,35.6,2024-02-24
Admiralty,2024,2,25,0,0,0,0,28.4,33,25.4,14.1,37.4,2024-02-25
Admiralty,2024,2,26,0,0,0,0,28.2,32,26,16.7,42.8,2024-02-26
Admiralty,2024,2,27,0,0,0,0,27.7,30.5,26.4,13.6,39.6,2024-02-27
Admiralty,2024,2,28,0,0,0,0,28.1,31.9,26.2,16.5,43.9,2024-02-28
Admiralty,2024,2,29,0,0,0,0,28.6,33.5,25.7,14.1,38.5,2024-02-29
Admiralty,2024,3,1,0,0,0,0,28.4,32.1,26.7,13.2,45.7,2024-03-01
Admiralty,2024,3,2,3.8,1.4,1.6,2.8,27.8,31.9,26.3,11.5,42,2024-03-02
Admiralty,2024,3,3,34.2,9.8,10.2,14.6,26.3,28.7,24.1,11.6,45.4,2024-03-03
Admiralty,2024,3,4,9,4.8,4.8,4.8,27.2,31,25.6,9.8,45.7,2024-03-04
Admiralty,2024,3,5,23,8.8,11.4,11.8,26.3,32.3,24.7,6.3,23.7,2024-03-05
Admiralty,2024,3,6,64.4,49.8,57.2,64,26.8,33.7,23.5,5.5,33.2,2024-03-06
Admiralty,2024,3,7,1,0.4,0.6,0.6,27.8,33.8,25.3,5.8,30.9,2024-03-07
Admiralty,2024,3,8,1.4,1,1.2,1.4,27.1,30.5,25.9,7.3,23.7,2024-03-08
Admiralty,2024,3,9,0,0,0,0,28.4,32.8,25.8,10.3,29.8,2024-03-09
Admiralty,2024,3,10,0,0,0,0,27.7,30.8,25.6,11.4,35.2,2024-03-10
Admiralty,2024,3,11,0,0,0,0,28.2,32.4,25.7,12.7,36.3,2024-03-11
Admiralty,2024,3,12,0,0,0,0,28.8,33.8,26.5,13.7,38.2,2024-03-12
Admiralty,2024,3,13,0,0,0,0,28.6,34,25.7,14.1,38.5,2024-03-13
Admiralty,2024,3,14,0,0,0,0,28.5,34.1,25.8,13.1,33.2,2024-03-14
Admiralty,2024,3,15,0,0,0,0,28.1,32.4,25.6,10.5,33.9,2024-03-15
Admiralty,2024,3,16,0,0,0,0,28.6,33.6,25.6,11.7,37.4,2024-03-16
Admiralty,2024,3,17,0,0,0,0,28.9,33.9,26,13.1,42.4,2024-03-17
Admiralty,2024,3,18,0,0,0,0,29.1,34,25.9,13,33.9,2024-03-18
Admiralty,2024,3,19,15.2,9.6,10.4,15,28.1,32.6,26.4,13,32,2024-03-19
Admiralty,2024,3,20,0,0,0,0,28.3,31.7,26.3,15.5,41.9,2024-03-20
Admiralty,2024,3,21,0.2,0.2,0.2,0.2,28.3,31.5,26.6,13.4,35.2,2024-03-21
Admiralty,2024,3,22,0,0,0,0,28.6,33.5,25.9,13.1,35.9,2024-03-22
Admiralty,2024,3,23,0,0,0,0,29.1,33.7,26.3,12,27.8,2024-03-23
Admiralty,2024,3,24,0,0,0,0,29.2,35.1,26.4,11.9,33.9,2024-03-24
Admiralty,2024,3,25,0,0,0,0,29.3,33.9,26.5,12.3,33.9,2024-03-25
Admiralty,2024,3,26,0,0,0,0,29.4,34.1,26.8,14,38.2,2024-03-26
Admiralty,2024,3,27,0,0,0,0,29.5,33.8,26.6,12.4,35.2,2024-03-27
Admiralty,2024,3,28,0,0,0,0,29.7,33.4,27.4,11.7,36.3,2024-03-28
Admiralty,2024,3,29,0.6,0.6,0.6,0.6,30.1,33.9,27.9,12.7,39.6,2024-03-29
Admiralty,2024,3,30,0,0,0,0,29.7,34.6,27.7,10.7,40.7,2024-03-30
Admiralty,2024,3,31,33.8,23,23.4,23.6,28.8,34,24.7,5.4,43.9,2024-03-31
Admiralty,2024,4,1,0.6,0.4,0.4,0.6,29,32.3,26.6,7,25.6,2024-04-01
Admiralty,2024,4,2,0,0,0,0,30.5,35.5,27.8,8.2,25.9,2024-04-02
Admiralty,2024,4,3,0,0,0,0,29.2,33.9,26.5,8.1,32,2024-04-03
Admiralty,2024,4,4,31.8,13.6,22.2,31.8,28.3,34.6,25.7,6.7,39.6,2024-04-04
Admiralty,2024,4,5,0,0,0,0,29.6,35.4,26.5,7.7,27,2024-04-05
Admiralty,2024,4,6,0,0,0,0,29.8,34.9,27.1,10.5,32,2024-04-06
Admiralty,2024,4,7,7,3.6,3.6,6.4,29.3,34.5,27,10.4,28.5,2024-04-07
Admiralty,2024,4,8,29.2,22.6,27.2,29,28.8,33.5,24.3,6.3,50,2024-04-08
Admiralty,2024,4,9,0,0,0,0,30,34.8,26.4,8.7,35.2,2024-04-09
Admiralty,2024,4,10,7.4,6.2,7,7.2,28.4,31.6,26.8,7.6,30.9,2024-04-10
Admiralty,2024,4,11,6.6,2.4,2.4,3.4,28.3,31.7,25.8,10,38.2,2024-04-11
Admiralty,2024,4,12,22.6,3.2,5.8,10.4,26.1,28.2,24.6,8.5,28.2,2024-04-12
Admiralty,2024,4,13,0,0,0,0,28.9,33.1,25.6,10.6,36.7,2024-04-13
Admiralty,2024,4,14,1,0.6,0.8,0.8,28.2,31.6,27.1,8.2,35.2,2024-04-14
Admiralty,2024,4,15,0,0,0,0,28.7,31.8,26.8,8.8,29.8,2024-04-15
Admiralty,2024,4,16,0.4,0.2,0.4,0.4,27.8,29.7,26.7,7.8,25.6,2024-04-16
Admiralty,2024,4,17,0,0,0,0,28.2,32.6,26.3,6.8,35.6,2024-04-17
Admiralty,2024,4,18,0,0,0,0,29.2,33.9,26.2,6.3,24.4,2024-04-18
Admiralty,2024,4,19,16.6,14.6,16.4,16.6,28.9,33.3,25.7,5.2,30.9,2024-04-19
Admiralty,2024,4,20,46.6,39.6,46.2,46.6,28,32.6,24.5,6.4,35.2,2024-04-20
Admiralty,2024,4,21,10.6,7.6,10.4,10.6,28.6,35.7,25.6,5.3,48.5,2024-04-21
Admiralty,2024,4,22,4.8,4.2,4.8,4.8,28.9,33.7,26.5,4.8,34.3,2024-04-22
Admiralty,2024,4,23,16.4,16,16.2,16.2,29.5,35.9,26.9,5.7,30.6,2024-04-23
Admiralty,2024,4,24,0.4,0.4,0.4,0.4,29.9,34.3,27,5.4,22.6,2024-04-24
Admiralty,2024,4,25,0,0,0,0,30.3,35.4,28,7.4,39.6,2024-04-25
Admiralty,2024,4,26,22.2,19.2,22,22.2,29.4,34.6,24.8,5.8,33.9,2024-04-26
Admiralty,2024,4,27,1,0.8,0.8,0.8,29.6,35.7,27.1,5.3,30.9,2024-04-27
Admiralty,2024,4,28,1,1,1,1,29.6,34,27.5,6,46.1,2024-04-28
Admiralty,2024,4,29,0,0,0,0,30.4,34.4,26.8,8,35.6,2024-04-29
Admiralty,2024,4,30,NA,NA,NA,NA,30.5,35.7,26.1,6.1,32.4,2024-04-30
Admiralty,2024,5,1,NA,NA,NA,NA,29.6,35,26.5,6.7,33.9,2024-05-01
Admiralty,2024,5,2,NA,NA,NA,NA,28.3,33.5,25.4,5.3,40,2024-05-02
Admiralty,2024,5,3,NA,NA,NA,NA,28.3,34.5,25.2,5,41.1,2024-05-03
Admiralty,2024,5,4,NA,NA,NA,NA,25.9,27.8,23.5,7.2,42,2024-05-04
Admiralty,2024,5,5,NA,NA,NA,NA,29.4,35.3,25.3,5.9,26.3,2024-05-05
Admiralty,2024,5,6,NA,NA,NA,NA,29.7,35,27.6,5.8,28.5,2024-05-06
Admiralty,2024,5,7,NA,NA,NA,NA,28.1,32.3,25.4,5.3,29.1,2024-05-07
Admiralty,2024,5,8,NA,NA,NA,NA,28.1,31.4,25.4,6.1,25.6,2024-05-08
Admiralty,2024,5,9,NA,NA,NA,NA,30,34.8,26.6,7.1,28.5,2024-05-09
Admiralty,2024,5,10,NA,NA,NA,NA,29.8,33.2,28.1,6.7,38.2,2024-05-10
Admiralty,2024,5,11,NA,NA,NA,NA,29.3,34.5,26.9,6.8,33.9,2024-05-11
Admiralty,2024,5,12,NA,NA,NA,NA,28.5,33,25.6,5.8,38.5,2024-05-12
Admiralty,2024,5,13,0.8,NA,NA,NA,28.5,34.6,25.3,5.7,36.7,2024-05-13
Admiralty,2024,5,14,28.8,25.8,28.6,28.8,28.4,36,24.9,5.1,39.3,2024-05-14
Admiralty,2024,5,15,9.2,8.4,8.6,8.6,28.4,32.8,27,4.4,24.8,2024-05-15
Admiralty,2024,5,16,10.6,6.2,6.2,6.2,27.2,31.5,25.5,5.1,30.9,2024-05-16
Admiralty,2024,5,17,0.2,0.2,0.2,0.2,29.1,33.8,25.5,5.2,25.2,2024-05-17
Admiralty,2024,5,18,0,0,0,0,29.1,33.9,27.1,5.5,27.4,2024-05-18
Admiralty,2024,5,19,9.8,8.6,8.6,8.6,29.1,33,25.9,6.2,40.4,2024-05-19
Admiralty,2024,5,20,42.2,31.8,40,41.4,28.2,32.3,24.8,6.4,35.6,2024-05-20
Admiralty,2024,5,21,0,0,0,0,29.4,32.7,27.1,5.7,28.5,2024-05-21
Admiralty,2024,5,22,10,5,8.2,9.8,28.2,31.6,25.4,5.3,46.1,2024-05-22
Admiralty,2024,5,23,12,9.8,10.8,11.4,28.6,33.6,26,5.5,46.5,2024-05-23
Admiralty,2024,5,24,1.6,0.6,1,1.2,28.2,32.8,25.1,5.7,30.6,2024-05-24
Admiralty,2024,5,25,16.6,11.2,11.2,11.2,27.8,34,23.9,4.7,50,2024-05-25
Admiralty,2024,5,26,0,0,0,0,29.4,33.5,26.7,4.8,23.3,2024-05-26
Admiralty,2024,5,27,0,0,0,0,30.5,34.5,28.5,6,25.9,2024-05-27
Admiralty,2024,5,28,0.2,0.2,0.2,0.2,29.5,33.6,27.1,5.5,25.9,2024-05-28
Admiralty,2024,5,29,0,0,0,0,30.5,35,27.1,6.7,29.1,2024-05-29
Admiralty,2024,5,30,0.4,0.4,0.4,0.4,29.8,32.6,27.8,6.8,34.3,2024-05-30
Admiralty,2024,5,31,0,0,0,0,30,33.8,28.1,5.6,26.3,2024-05-31
Admiralty,2024,6,1,7.4,2.8,4,5.4,27.2,29.4,25.4,5.3,31.7,2024-06-01
Admiralty,2024,6,2,39,16.2,27.4,34.6,26.9,32,23.6,5.2,29.4,2024-06-02
Admiralty,2024,6,3,44.6,37.8,43.6,44.4,27.7,34.3,23.4,5,46.9,2024-06-03
Admiralty,2024,6,4,0,0,0,0,28.6,33.9,26.2,5.1,25.6,2024-06-04
Admiralty,2024,6,5,0,0,0,0,29.9,34.5,26.4,5,22.4,2024-06-05
Admiralty,2024,6,6,34.4,13.2,24.4,34,28.3,33.2,24.7,7.4,38.2,2024-06-06
Admiralty,2024,6,7,10.4,10,10.2,10.2,28.4,33.2,26.1,4.5,37,2024-06-07
Admiralty,2024,6,8,0,0,0,0,28.6,31.5,27,5,28.2,2024-06-08
Admiralty,2024,6,9,0.2,0.2,0.2,0.2,29.1,33,26.5,5.2,28.2,2024-06-09
Admiralty,2024,6,10,0.4,0.2,0.2,0.2,29,33.1,26.9,5.5,39.3,2024-06-10
Admiralty,2024,6,11,26,20.6,25.8,26,28.5,35.5,22.9,5.9,61.1,2024-06-11
Admiralty,2024,6,12,3.4,2.8,3.4,3.4,28.3,32.4,25.4,5.2,27,2024-06-12
Admiralty,2024,6,13,0.8,0.6,0.6,0.6,29.2,35.3,26.2,5.4,28.2,2024-06-13
