station,year,month,day,daily_rainfall_total_mm,highest_30_min_rainfall_mm,highest_60_min_rainfall_mm,highest_120_min_rainfall_mm,mean_temperature_c,maximum_temperature_c,minimum_temperature_c,mean_wind_speed_km_h,max_wind_speed_km_h,date
Seletar,2024,12,4,0,0,0.2,0.4,27.7,30.9,25.2,5.2,31.5,2024-12-04
Seletar,2024,12,5,0,0,0,0,28.7,32.5,25.1,6.9,38.9,2024-12-05
Seletar,2024,12,6,0,0,0,0,29.3,34,26.2,6.9,40.7,2024-12-06
Seletar,2024,12,7,0,0,0,0,29.6,34.4,26.2,7.3,35.2,2024-12-07
Seletar,2024,12,8,5,4.4,4.4,4.8,28.2,33,26.2,10,46.3,2024-12-08
Seletar,2024,12,9,1.6,0.4,0.6,1.2,26.7,30.2,24.6,8.9,42.6,2024-12-09
Seletar,2024,12,10,0,0,0,0,27.2,30.3,25,7.7,37,2024-12-10
Seletar,2024,12,11,28.2,26.4,28,28,27.9,33.5,24.2,6.6,63,2024-12-11
Seletar,2024,12,12,0,0,0,0,27.9,30.5,25.7,5.9,29.6,2024-12-12
Seletar,2024,12,13,9.4,6.2,8.4,9.4,26.9,28.8,23.9,5.2,44.4,2024-12-13
Seletar,2024,12,14,0.2,0.2,0.2,0.2,28.6,33.4,25.1,7.2,33.3,2024-12-14
Seletar,2024,12,15,0,0,0,0,28.5,33,26.2,7.8,29.6,2024-12-15
Seletar,2024,12,16,7.4,3.6,4.6,4.8,27.3,32.4,24.9,6.4,31.5,2024-12-16
Seletar,2024,12,17,2.2,1.4,1.4,1.4,27.5,32.4,25.5,8.5,37,2024-12-17
Seletar,2024,12,18,1.8,0.8,1.4,1.4,26.2,27.9,25.6,9.4,66.7,2024-12-18
Seletar,2024,12,19,0,0,0,0,27.1,29,25.2,9.6,37,2024-12-19
Seletar,2024,12,20,0,0,0,0,27.1,30.2,25,15.8,38.9,2024-12-20
Seletar,2024,12,21,0,0,0,0,27.6,31.8,25.3,12.6,38.9,2024-12-21
Seletar,2024,12,22,0,0,0,0,27.7,32.1,25.8,16.6,33.3,2024-12-22
Seletar,2024,12,23,18,6.4,6.6,7.6,26.9,31.5,24.6,12.5,35.2,2024-12-23
Seletar,2024,12,24,12,8,8,8,26.5,31.2,24.5,11.1,35.2,2024-12-24
Seletar,2024,12,25,0,0,0,0,27.2,31.1,24.9,11.7,31.5,2024-12-25
Seletar,2024,12,26,0,0,0,0,27.3,30.8,24.6,7.6,22.2,2024-12-26
Seletar,2024,12,27,0,0,0,0,27.7,32.5,25.6,11,25.9,2024-12-27
Seletar,2024,12,28,0,0,0,0,28.1,32,25.3,15.8,35.2,2024-12-28
Seletar,2024,12,29,1.4,1,1.4,1.4,27.5,32.3,24.7,13.4,35.2,2024-12-29
Seletar,2024,12,30,33.6,23.6,29.2,31.2,26.3,30.3,23.5,11,40.7,2024-12-30
Seletar,2024,12,31,8.2,7.4,8.2,8.2,27.1,31.6,24.8,11,35.2,2024-12-31
Tai Seng,2024,1,1,17,6,10.4,11.4,26.2,28.4,24.7,11.4,27,2024-01-01
Tai Seng,2024,1,2,0,0,0,0,27.7,31.6,25.1,10.3,34.3,2024-01-02
Tai Seng,2024,1,3,0.4,0.4,0.4,0.4,27.8,31.6,26,10.3,39.3,2024-01-03
Tai Seng,2024,1,4,54.8,11,14.8,20.6,25.3,27.5,23.9,14.3,38.5,2024-01-04
Tai Seng,2024,1,5,3.8,1.6,2,2.4,26.7,30,24.8,12.4,37.4,2024-01-05
Tai Seng,2024,1,6,3.6,3.4,3.4,3.4,28,31,25.7,10,37,2024-01-06
Tai Seng,2024,1,7,62.2,14.4,22,27.8,24.9,27.7,23.5,11.5,35.9,2024-01-07
Tai Seng,2024,1,8,1.2,1.2,1.2,1.2,27,31.5,24,9.4,31.3,2024-01-08
Tai Seng,2024,1,9,1,0.4,0.6,0.8,27.1,29.8,24.9,10.7,32.4,2024-01-09
Tai Seng,2024,1,10,45.6,7.8,13.8,20,26.5,28.9,24.6,12.3,46.5,2024-01-10
Tai Seng,2024,1,11,8,7.4,7.4,7.4,27.6,29.8,25.7,11.6,35.6,2024-01-11
Tai Seng,2024,1,12,7.4,2.6,3,4,25.6,27.2,23.8,11.5,43.5,2024-01-12
Tai Seng,2024,1,13,1,0.8,0.8,1,27.3,31.1,25,8.2,29.8,2024-01-13
Tai Seng,2024,1,14,0,0,0,0,28,31.2,26.5,12,35.9,2024-01-14
Tai Seng,2024,1,15,1.2,1.2,1.2,1.2,28.2,31.3,26.2,13.1,35.6,2024-01-15
Tai Seng,2024,1,16,15.4,5.8,10.8,13.2,27.1,30.3,23.9,12.2,42.4,2024-01-16
Tai Seng,2024,1,17,7.8,3.4,3.4,4.4,27.5,31.1,24.9,15,43.5,2024-01-17
Tai Seng,2024,1,18,5,2.8,3,3,27.4,29.9,25.3,11,45.4,2024-01-18
Tai Seng,2024,1,19,22.6,7.8,14.4,17.4,26.7,30.7,24.2,9.3,35.9,2024-01-19
Tai Seng,2024,1,20,13.6,2,3.8,5.6,24.9,26.4,24,11.2,37.4,2024-01-20
Tai Seng,2024,1,21,3.2,2,2.8,3.2,27.2,32.4,24.2,8.2,30.2,2024-01-21
Tai Seng,2024,1,22,0,0,0,0,28.2,32.4,25.6,8.1,24.4,2024-01-22
Tai Seng,2024,1,23,4.2,3.8,4.2,4.2,27.3,33.6,24.6,9,33.2,2024-01-23
Tai Seng,2024,1,24,109.2,31.2,37.4,41,26.8,30.6,24.7,10.7,34.6,2024-01-24
Tai Seng,2024,1,25,3.4,1.2,1.6,8.4,26,29.9,24.5,11.2,31.3,2024-01-25
Tai Seng,2024,1,26,0,0,0,0,28,31.4,25.6,15.1,43.2,2024-01-26
Tai Seng,2024,1,27,0,0,0,0,28.2,31.3,26.5,16.8,43.9,2024-01-27
Tai Seng,2024,1,28,1.8,1.2,1.2,1.8,27.9,31.3,26.4,15.4,45.7,2024-01-28
Tai Seng,2024,1,29,0,0,0,0,28,31.2,26.1,16.7,43.2,2024-01-29
Tai Seng,2024,1,30,0.4,0.4,0.4,0.4,27.8,31.3,26,15,36.7,2024-01-30
Tai Seng,2024,1,31,0,0,0,0,28,32.3,26.2,14.2,35,2024-01-31
Tai Seng,2024,2,1,0,0,0,0,28.2,31.8,26.2,14.3,37.4,2024-02-01
Tai Seng,2024,2,2,0.6,0.6,0.6,0.6,28.3,31.5,26.3,13.4,37.4,2024-02-02
Tai Seng,2024,2,3,0,0,0,0,28.5,32.9,26.3,12.9,40,2024-02-03
Tai Seng,2024,2,4,0,0,0,0,28.7,33,26.3,11.4,29.4,2024-02-04
Tai Seng,2024,2,5,0,0,0,0,28.6,32.4,26,14,39.3,2024-02-05
Tai Seng,2024,2,6,31,29,30.6,31,28.3,32.9,25.6,10.4,34.6,2024-02-06
Tai Seng,2024,2,7,0.2,0.2,0.2,0.2,28.6,32.2,26.7,12.6,35.9,2024-02-07
Tai Seng,2024,2,8,1.8,1,1.6,1.8,28.5,32.8,26.6,9.9,29.4,2024-02-08
Tai Seng,2024,2,9,7,4.8,5.4,5.4,27.8,32.4,26.1,12,33.2,2024-02-09
Tai Seng,2024,2,10,12.8,5.4,8.2,11.8,27.8,32,25.1,13.2,35,2024-02-10
Tai Seng,2024,2,11,9.2,7.4,9,9,28,31.9,24.9,15.6,46.5,2024-02-11
Tai Seng,2024,2,12,5.2,1.6,1.8,9,27,29.2,25.5,13.7,45.4,2024-02-12
Tai Seng,2024,2,13,12.2,9.8,10.2,10.4,27.1,29.5,24.3,15,46.5,2024-02-13
Tai Seng,2024,2,14,0.8,0.4,0.4,0.4,28,31.6,25.7,13.2,48.2,2024-02-14
Tai Seng,2024,2,15,9.2,7.8,7.8,8.2,27.4,29.7,25,13.5,40.7,2024-02-15
Tai Seng,2024,2,16,1.2,1.2,1.2,1.2,28,31.2,26.7,16,44.6,2024-02-16
Tai Seng,2024,2,17,0,0,0,0,28.1,31,26.3,13.5,40.7,2024-02-17
Tai Seng,2024,2,18,0,0,0,0,28.5,32.5,26.2,12.7,32.8,2024-02-18
Tai Seng,2024,2,19,0,0,0,0,28.8,32.9,26.5,13,35.2,2024-02-19
Tai Seng,2024,2,20,0,0,0,0,29,32.9,26.6,12.3,29.1,2024-02-20
Tai Seng,2024,2,21,17.6,17.4,17.6,17.6,28.5,33.1,25.2,11.1,30.2,2024-02-21
Tai Seng,2024,2,22,0,0,0,0,28.6,33,26.4,9.3,27,2024-02-22
Tai Seng,2024,2,23,0,0,0,0,28.5,31.9,26.4,13.7,34.3,2024-02-23
Tai Seng,2024,2,24,0,0,0,0,28.5,32.1,26.9,14.1,35.6,2024-02-24
Tai Seng,2024,2,25,0,0,0,0,28.8,32.6,26.4,14.4,35.6,2024-02-25
Tai Seng,2024,2,26,0,0,0,0,28.8,32.2,26.6,15.7,42,2024-02-26
Tai Seng,2024,2,27,0.2,0.2,0.2,0.2,28.4,30.5,27.2,14.3,35.6,2024-02-27
Tai Seng,2024,2,28,0,0,0,0,28.8,32.1,26.9,16.4,41.1,2024-02-28
Tai Seng,2024,2,29,0,0,0,0,29.3,33.8,27,16,41.5,2024-02-29
Tai Seng,2024,3,1,0,0,0,0,29,31.9,27.2,14.5,38.2,2024-03-01
Tai Seng,2024,3,2,1.2,1.2,1.2,1.2,28.8,32.4,26.7,13.6,46.1,2024-03-02
Tai Seng,2024,3,3,14.2,9.2,10,10,27.4,30.2,24.8,13.2,36.7,2024-03-03
Tai Seng,2024,3,4,15.6,6,6,9.6,28.4,31.7,25.3,11,34.6,2024-03-04
Tai Seng,2024,3,5,65,28,34.6,47.2,26.6,32,24.6,9.5,31.7,2024-03-05
Tai Seng,2024,3,6,0.2,0.2,0.2,0.2,28,33.1,25.7,6.3,24.8,2024-03-06
Tai Seng,2024,3,7,28.8,9.4,16.6,26.8,28.2,33.3,25.4,7.9,40.4,2024-03-07
Tai Seng,2024,3,8,5.8,4,5,5.4,27.6,31.1,24.8,7.5,28.9,2024-03-08
Tai Seng,2024,3,9,0,0,0,0,28.8,32.3,26.3,9.4,28.9,2024-03-09
Tai Seng,2024,3,10,0,0,0,0,28.4,31.1,26.8,12.5,34.6,2024-03-10
Tai Seng,2024,3,11,0,0,0,0,29.2,32.9,26.9,13.7,35,2024-03-11
Tai Seng,2024,3,12,0,0,0,0,29.5,33.4,27.7,14.1,35.2,2024-03-12
Tai Seng,2024,3,13,0,0,0,0,29.3,33.8,26.8,15.3,37,2024-03-13
Tai Seng,2024,3,14,0,0,0,0,29.1,33.5,26.8,14.1,35.9,2024-03-14
Tai Seng,2024,3,15,0,0,0,0,28.7,31.7,26.9,12,32.8,2024-03-15
Tai Seng,2024,3,16,0,0,0,0,28.9,33,26.6,12.9,36.7,2024-03-16
Tai Seng,2024,3,17,0,0,0,0,29.4,33.6,27,15.5,43.9,2024-03-17
Tai Seng,2024,3,18,0,0,0,0,29.6,34.2,27.1,14.6,39.6,2024-03-18
Tai Seng,2024,3,19,6.6,4.2,4.8,5.6,28.9,33,27.1,13.5,36.7,2024-03-19
Tai Seng,2024,3,20,5.8,5.4,5.6,5.6,28.8,31.4,27,15.5,39.6,2024-03-20
Tai Seng,2024,3,21,1.8,1.4,1.6,1.8,28.7,31.4,27.2,13.2,32.4,2024-03-21
Tai Seng,2024,3,22,0,0,0,0,29.1,32.5,26.7,12.2,33.2,2024-03-22
Tai Seng,2024,3,23,0,0,0,0,29.6,34.7,26.6,11,29.8,2024-03-23
Tai Seng,2024,3,24,0,0,0,0,29.6,34.8,27,10.3,32,2024-03-24
Tai Seng,2024,3,25,0,0,0,0,29.7,33.9,27,12.7,34.3,2024-03-25
Tai Seng,2024,3,26,0,0,0,0,29.8,33.9,27.5,13.6,41.1,2024-03-26
Tai Seng,2024,3,27,0,0,0,0,29.9,34,27.5,12.7,35.9,2024-03-27
Tai Seng,2024,3,28,0,0,0,0,30.1,33.3,27.7,8.4,28.5,2024-03-28
Tai Seng,2024,3,29,2.8,2.8,2.8,2.8,30.6,35.5,25.5,7.1,28.2,2024-03-29
Tai Seng,2024,3,30,0,0,0,0,30.4,35.7,28.5,7.4,28.2,2024-03-30
Tai Seng,2024,3,31,10.6,7,7,7,29.8,34.1,27.2,6.3,33.5,2024-03-31
Tai Seng,2024,4,1,0,0,0,0,29.4,32.5,27.6,7.5,28.5,2024-04-01
Tai Seng,2024,4,2,0,0,0,0,31,34.9,28.4,6.4,24.8,2024-04-02
Tai Seng,2024,4,3,0,0,0,0,30.4,34.1,29,7.4,29.1,2024-04-03
Tai Seng,2024,4,4,47.6,20.6,39.8,47.6,29,34,24.6,7.5,34.3,2024-04-04
Tai Seng,2024,4,5,0,0,0,0,29.9,33.8,27.4,7.7,28.2,2024-04-05
Tai Seng,2024,4,6,0,0,0,0,30.1,34,27.5,9.9,31.7,2024-04-06
Tai Seng,2024,4,7,0.2,0.2,0.2,0.2,30.1,33.9,28.1,10.9,32.8,2024-04-07
Tai Seng,2024,4,8,6.2,6,6,6,29.7,33,25,6.8,41.9,2024-04-08
Tai Seng,2024,4,9,0,0,0,0,30.6,34.8,27.8,9.6,36.3,2024-04-09
Tai Seng,2024,4,10,8.8,8.4,8.4,8.4,29.1,33,26.5,9.7,35.2,2024-04-10
Tai Seng,2024,4,11,10,4.8,5,5.2,29,32,26,12.3,43.2,2024-04-11
Tai Seng,2024,4,12,69.8,27.2,42.2,51,26.4,29,24.2,11.3,34.3,2024-04-12
Tai Seng,2024,4,13,0,0,0,0,29.3,33.4,26.4,9.7,32.8,2024-04-13
Tai Seng,2024,4,14,0.4,0.2,0.4,0.4,28.8,31.9,27.5,9.6,31.3,2024-04-14
Tai Seng,2024,4,15,0.6,0.4,0.4,0.6,29.3,33,27.7,8.2,28.5,2024-04-15
Tai Seng,2024,4,16,14.4,11.8,13,13.2,27.7,28.9,26.3,7.5,29.4,2024-04-16
Tai Seng,2024,4,17,1,0.8,1,1,28.8,32.9,26.7,6,27.8,2024-04-17
Tai Seng,2024,4,18,3,2,2.8,2.8,29.3,33.6,25.9,7.1,23.3,2024-04-18
Tai Seng,2024,4,19,1.4,1.2,1.2,1.2,29.7,33.6,26.5,7.3,20.6,2024-04-19
Tai Seng,2024,4,20,21.2,8.2,12.8,13.6,28.7,32.4,25.1,8.8,34.6,2024-04-20
Tai Seng,2024,4,21,17.6,14.4,17.6,17.6,29.3,33.2,25.9,8.1,40.4,2024-04-21
Tai Seng,2024,4,22,0.4,0.4,0.4,0.4,29.9,33.8,27.8,7.7,24.1,2024-04-22
Tai Seng,2024,4,23,0,0,0,0,30.6,34,28.1,7.6,22.6,2024-04-23
Tai Seng,2024,4,24,0,0,0,0,30.6,33.8,28.6,7.5,33.9,2024-04-24
Tai Seng,2024,4,25,2,2,2,2,30.6,34.9,28.9,7.8,25.2,2024-04-25
Tai Seng,2024,4,26,0,0,0,0,30.7,35.8,28.2,9.7,35,2024-04-26
Tai Seng,2024,4,27,0,0,0,0,31.2,35.5,28.7,8.8,21.7,2024-04-27
Tai Seng,2024,4,28,9.6,8.6,9.6,9.6,30,33.8,25.8,7.5,31.7,2024-04-28
Tai Seng,2024,4,29,0,0,0,0,31.1,35.4,28.5,8.7,25.2,2024-04-29
Tai Seng,2024,4,30,0,NA,0,0,31,34.3,29.2,7.3,23.3,2024-04-30
Tai Seng,2024,5,1,13.2,8.2,9.4,9.4,30.5,35.2,25.6,8.5,42,2024-05-01
Tai Seng,2024,5,2,1,1.6,9.8,10.4,29.7,33.4,26.6,8.1,37,2024-05-02
Tai Seng,2024,5,3,0,0,0,0,30.4,33.5,28.8,7.1,24.8,2024-05-03
Tai Seng,2024,5,4,87,39.2,56.8,61.8,27.1,30.2,24.4,9,32,2024-05-04
Tai Seng,2024,5,5,0,0,0,0,30.2,34.4,26.8,7.6,23,2024-05-05
Tai Seng,2024,5,6,0.2,0.2,0.2,0.2,30.8,34.7,28.9,7.5,26.7,2024-05-06
Tai Seng,2024,5,7,23.4,19.6,22.8,22.8,28.9,31.8,25.6,8.5,28.5,2024-05-07
Tai Seng,2024,5,8,10,8.4,9.6,10,28.7,31.6,25.3,7.7,26.7,2024-05-08
Tai Seng,2024,5,9,0,0,0,0,30.5,34.7,28.1,6.9,24.4,2024-05-09
Tai Seng,2024,5,10,5,3.8,5,5,30,33,26.6,6.9,31.7,2024-05-10
Tai Seng,2024,5,11,4.4,4.4,4.4,4.4,30.2,34.2,28.4,7.6,27.8,2024-05-11
Tai Seng,2024,5,12,0.8,0.8,0.8,0.8,29.8,32.8,28.5,7.1,32.8,2024-05-12
Tai Seng,2024,5,13,25,12.6,12.6,12.6,28.8,33.9,25.7,7.4,35,2024-05-13
Tai Seng,2024,5,14,41.2,37.6,40.8,41.2,29.1,34.7,23.5,7.8,55.7,2024-05-14
Tai Seng,2024,5,15,0,0,0,0,29.9,33.4,28.1,7.4,36.7,2024-05-15
Tai Seng,2024,5,16,17,9.8,10.6,10.8,28.5,31.4,24.9,7.3,33.2,2024-05-16
Tai Seng,2024,5,17,7.8,7.8,7.8,7.8,29.4,33.2,25.9,6.7,25.6,2024-05-17
Tai Seng,2024,5,18,1,0.8,0.8,1,29.7,34,28.3,6.5,23,2024-05-18
Tai Seng,2024,5,19,1.6,1.6,1.6,1.6,29.7,33,27.8,7.7,35,2024-05-19
Tai Seng,2024,5,20,11.6,3.2,5.2,6.8,28.5,31,26.1,7.6,28.9,2024-05-20
Tai Seng,2024,5,21,9.6,9.6,9.6,9.6,29.5,32,26.3,7.5,32,2024-05-21
Tai Seng,2024,5,22,18.4,8.2,9.6,10.8,28.5,31,26,7.7,33.5,2024-05-22
Tai Seng,2024,5,23,1.4,0.8,1.2,1.2,29.1,33.6,26.8,8.1,32.4,2024-05-23
Tai Seng,2024,5,24,1.2,0.4,0.8,1,28.6,32.7,25.6,7.7,25.2,2024-05-24
Tai Seng,2024,5,25,6.2,2.4,2.4,3.2,28.4,33.3,26.1,7.9,32.8,2024-05-25
Tai Seng,2024,5,26,0,0,0,0,29.9,33.2,27.3,6.6,23.3,2024-05-26
Tai Seng,2024,5,27,0,0,0,0,30.8,34.1,29.3,7.4,28.9,2024-05-27
Tai Seng,2024,5,28,0,0,0,0,30.4,32.8,28.4,7.7,40.4,2024-05-28
Tai Seng,2024,5,29,0,0,0,0,30.9,35.1,28.7,7.7,28.2,2024-05-29
Tai Seng,2024,5,30,0,0,0,0,30.2,32.3,28.5,8.3,35,2024-05-30
Tai Seng,2024,5,31,0,0,0,0,30.1,33.1,28.8,6.9,22.6,2024-05-31
Tai Seng,2024,6,1,14.8,8,8.8,10.6,27.7,30,25.3,8.3,30.9,2024-06-01
Tai Seng,2024,6,2,2.2,0.6,1.2,1.6,27.9,31.4,25.6,6.7,20.2,2024-06-02
Tai Seng,2024,6,3,0,0,0,0,29.2,33.2,26.6,7.4,32.4,2024-06-03
Tai Seng,2024,6,4,0,0,0,0,29.9,33.7,27.6,7,25.2,2024-06-04
Tai Seng,2024,6,5,1.2,1.2,1.2,1.2,30.5,34,28.6,7.2,23.7,2024-06-05
Tai Seng,2024,6,6,21.6,10,14.4,21.6,29.4,34.6,25.6,8,31.7,2024-06-06
Tai Seng,2024,6,7,2.6,2.6,2.6,2.6,29.1,32.5,26.8,6.9,29.8,2024-06-07
Tai Seng,2024,6,8,0,0,0,0,29.4,32.3,28.3,7.9,23,2024-06-08
Tai Seng,2024,6,9,27.6,21.2,27.6,27.6,29.5,32.1,24.4,7.4,30.2,2024-06-09
Tai Seng,2024,6,10,4.6,2.4,2.6,2.6,29.4,31.5,27.1,7.6,32.4,2024-06-10
Tai Seng,2024,6,11,0,0,0,0,30.1,34.5,27.5,7.9,32,2024-06-11
Tai Seng,2024,6,12,13.2,11.6,13.2,13.2,29.3,31.8,24.4,7.6,33.2,2024-06-12
Tai Seng,2024,6,13,0,0,0,0,30.3,34.6,27.7,7,24.8,2024-06-13
Tai Seng,2024,6,14,2.6,2.2,2.6,2.6,29.1,32.5,26.7,8.5,33.2,2024-06-14
Tai Seng,2024,6,15,6,5.8,5.8,5.8,29.3,31.9,25.1,7.4,28.5,2024-06-15
Tai Seng,2024,6,16,11,8.4,9.6,10.2,28.5,32.6,23.3,8.1,35.6,2024-06-16
Tai Seng,2024,6,17,0,0,0,0,29.5,34.1,26.9,9.2,37.4,2024-06-17
Tai Seng,2024,6,18,9.2,5.6,6.2,6.2,29.1,32.4,25.9,7.3,34.3,2024-06-18
Tai Seng,2024,6,19,0,0,0,0,29.3,30.6,27.7,8,26.7,2024-06-19
Tai Seng,2024,6,20,4.2,2.2,2.2,2.2,29.7,33.2,26.9,7.9,32.4,2024-06-20
Tai Seng,2024,6,21,43.6,18.6,19.6,27.8,27.7,30.2,23.1,9.2,33.5,2024-06-21
Tai Seng,2024,6,22,47.6,14.4,27,39.6,26.7,28.6,23.3,8.6,44.3,2024-06-22
Tai Seng,2024,6,23,0,0,0,0,28.9,32.5,26.3,7.4,24.8,2024-06-23
Tai Seng,2024,6,24,0,0,0,0,30,33.1,28.4,7.7,30.2,2024-06-24
Tai Seng,2024,6,25,0,0,0,0,30.2,34.1,28.5,7.1,28.5,2024-06-25
Tai Seng,2024,6,26,0,0,0,0,30.5,34.6,28.1,8.3,25.9,2024-06-26
Tai Seng,2024,6,27,0,0,0,0,29.3,32.4,27.8,9,23.7,2024-06-27
Tai Seng,2024,6,28,1.6,1.6,1.6,1.6,29.6,33.2,27.9,9.2,27,2024-06-28
Tai Seng,2024,6,29,4.2,3.6,3.8,4.2,29.2,32,26,7.4,28.2,2024-06-29
Tai Seng,2024,6,30,27.4,13.8,17.8,23.2,27,29.2,23.9,8,35,2024-06-30
Tai Seng,2024,7,1,43.6,21,26.8,27,27.7,32.8,24.5,7.8,28.9,2024-07-01
Tai Seng,2024,7,2,1.2,0.4,0.6,1,29.2,32.1,27.2,7.3,30.9,2024-07-02
Tai Seng,2024,7,3,1.2,1.2,1.2,1.2,29.4,33,27,7.7,30.6,2024-07-03
Tai Seng,2024,7,4,0,0,0,0,30.2,33.6,28.1,8.5,34.6,2024-07-04
Tai Seng,2024,7,5,0.2,0.2,0.2,0.2,29.7,33.1,25.9,8.4,36.3,2024-07-05
Tai Seng,2024,7,6,16.6,15,16.4,16.6,29,32.2,25.3,8.5,25.6,2024-07-06
Tai Seng,2024,7,7,23,10.4,11.6,14.8,28.1,32.1,24.7,7.4,29.4,2024-07-07
Tai Seng,2024,7,8,5.2,1.2,2.2,3.6,27.6,30,25.9,7.8,26.3,2024-07-08
Tai Seng,2024,7,9,3.4,2,3,3.2,28.3,30.8,26.4,7.2,32,2024-07-09
Tai Seng,2024,7,10,0.2,0.2,0.2,0.2,29.1,31.8,27,8.3,41.1,2024-07-10
Tai Seng,2024,7,11,0,0,0,0,29.6,31.9,28.1,9.1,35,2024-07-11
Tai Seng,2024,7,12,46,33.4,43.6,44.4,28,31.9,23.1,8.7,28.2,2024-07-12
Tai Seng,2024,7,13,0,0,0,0,29.3,32.5,26.3,7.6,32,2024-07-13
Tai Seng,2024,7,14,1,1,1,1,29.4,32,26.7,7.6,32.8,2024-07-14
Tai Seng,2024,7,15,0,0,0,0,30,32.5,28.4,8.8,38.2,2024-07-15
Tai Seng,2024,7,16,0,0,0,0,29.6,32.3,28.3,9.1,42,2024-07-16
Tai Seng,2024,7,17,0,0,0,0,29.7,31.8,28.2,8.7,35.2,2024-07-17
Tai Seng,2024,7,18,0,0,0,0,30.1,32.9,28.3,9.1,41.1,2024-07-18
Tai Seng,2024,7,19,0,0,0,0,30.2,33.1,28.7,8.5,33.9,2024-07-19
Tai Seng,2024,7,20,0,0,0,0,30.3,33.5,28.7,9,35.2,2024-07-20
Tai Seng,2024,7,21,0,0,0,0,30.2,33.1,28.9,8.9,38.2,2024-07-21
Tai Seng,2024,7,22,0,0,0,0,30.4,33.3,28.9,8.8,37,2024-07-22
Tai Seng,2024,7,23,0,0,0,0,30.4,33.4,28.8,8.1,31.7,2024-07-23
Tai Seng,2024,7,24,0,0,0,0,30.1,32.8,28.6,8.7,35.2,2024-07-24
Tai Seng,2024,7,25,0,0,0,0,30.1,33,28.3,9,40.7,2024-07-25
Tai Seng,2024,7,26,0,0,0,0,30.3,33.1,28.6,9.2,37,2024-07-26
Tai Seng,2024,7,27,0,0,0,0,30.4,34.1,28.6,9,33.9,2024-07-27
Tai Seng,2024,7,28,0,0,0,0,30.5,33.8,28.7,9.2,39.6,2024-07-28
Tai Seng,2024,7,29,0,0,0,0,30.4,33.9,28.7,8.4,31.7,2024-07-29
Tai Seng,2024,7,30,0,0,0,0,30.3,34.1,28.4,8,30.2,2024-07-30
Tai Seng,2024,7,31,2.4,2.2,2.4,2.4,29.2,33.6,26.4,8.2,38.2,2024-07-31
Tai Seng,2024,8,1,0,0,0,0,29.4,33,26.9,8,42,2024-08-01
Tai Seng,2024,8,2,0,0,0,0,29.7,33.1,28.2,7.6,28.9,2024-08-02
Tai Seng,2024,8,3,3.4,3.2,3.4,3.4,30.1,34.2,27.6,7.6,32.4,2024-08-03
Tai Seng,2024,8,4,18.8,8.2,9.2,10.6,27.8,30.8,25,8.9,34.6,2024-08-04
Tai Seng,2024,8,5,0,0,0,0,29,32.5,26.4,7.1,25.2,2024-08-05
Tai Seng,2024,8,6,0,0,0,0,29.7,33.3,27.6,7.7,33.9,2024-08-06
Tai Seng,2024,8,7,0.8,0.8,0.8,0.8,29.4,32.1,26.7,7.2,35,2024-08-07
Tai Seng,2024,8,8,2,1.2,1.8,2,29.9,33.4,26.9,7.4,29.4,2024-08-08
Tai Seng,2024,8,9,8.2,4.4,4.6,4.6,29.1,33.5,26.4,7.6,32.4,2024-08-09
Tai Seng,2024,8,10,0.8,0.6,0.6,0.8,28.1,30.6,25.8,7.3,31.3,2024-08-10
Tai Seng,2024,8,11,0.6,0.2,0.2,0.4,28.9,31.8,25.9,7.7,30.9,2024-08-11
Tai Seng,2024,8,12,2.8,2.8,2.8,2.8,29.5,32.7,27.8,7.7,30.6,2024-08-12
Tai Seng,2024,8,13,0,0,0,0,30.1,33.4,28.3,8.1,33.2,2024-08-13
Tai Seng,2024,8,14,17.4,8.8,9.2,12,27.7,30.5,25.2,8.3,33.5,2024-08-14
Tai Seng,2024,8,15,0,0,0,0,28.9,32.3,26.9,7.2,32,2024-08-15
Tai Seng,2024,8,16,2.8,2.2,2.6,2.6,29,31.9,26,7.7,31.3,2024-08-16
Tai Seng,2024,8,17,0.8,0.6,0.6,0.6,29.1,32.3,26.9,7.6,28.2,2024-08-17
Tai Seng,2024,8,18,0,0,0,0,29.4,33.4,27.7,7.5,26.3,2024-08-18
Tai Seng,2024,8,19,0.2,0.2,0.2,0.2,29.9,32.9,27.6,7.4,27.4,2024-08-19
Tai Seng,2024,8,20,0.2,0.2,0.2,0.2,28.7,33,26.7,7.6,42.8,2024-08-20
Tai Seng,2024,8,21,0,0,0,0,28.8,31.7,26.6,8.2,34.3,2024-08-21
Tai Seng,2024,8,22,0,0,0,0,29.9,33.7,27.9,7.2,26.7,2024-08-22
Tai Seng,2024,8,23,0,0,0,0,29.6,33.2,28.1,8.1,29.4,2024-08-23
Tai Seng,2024,8,24,2.4,1.2,1.4,1.6,27.4,29.7,25.5,9,35,2024-08-24
Tai Seng,2024,8,25,2.2,2.2,2.2,2.2,28,30.9,24.9,7.3,41.5,2024-08-25
Tai Seng,2024,8,26,0,0,0,0,29.5,32.5,27.8,7.6,28.9,2024-08-26
Tai Seng,2024,8,27,1.4,1.2,1.4,1.4,29.2,32.2,25.5,8.5,61.9,2024-08-27
Tai Seng,2024,8,28,2,1.2,1.8,1.8,28.8,33.9,24.4,9.5,34.3,2024-08-28
Tai Seng,2024,8,29,0,0,0,0,29.4,31.9,27.1,8.1,36.7,2024-08-29
